,AT,SA,DA,Length,SRCE,DSTI
661,2020-05-23 20:18:50+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,4324,Google_home,Actie_uitsturen
663,2020-05-23 20:18:55+02:00,c4:ea:1d:e6:79:e8,01:00:5e:00:00:01,160,Router_intern,Actie_uitsturen
664,2020-05-23 20:18:55+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,1537,Google_speaker,Actie_uitsturen
667,2020-05-23 20:18:55+02:00,78:88:6d:96:a7:a2,01:00:5e:7f:ff:fa,831,Tablet,Actie_uitsturen
668,2020-05-23 20:18:55+02:00,78:88:6d:96:a7:a2,01:00:5e:00:00:fb,426,Tablet,Actie_uitsturen
669,2020-05-23 20:18:55+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,4280,Google_home,Actie_uitsturen
678,2020-05-23 20:19:05+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,1017,Google_speaker,Actie_uitsturen
679,2020-05-23 20:19:05+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,1120,Google_home,Actie_uitsturen
681,2020-05-23 20:19:05+02:00,78:88:6d:96:a7:a2,01:00:5e:7f:ff:fa,831,Tablet,Actie_uitsturen
683,2020-05-23 20:19:05+02:00,ec:89:14:fa:3a:2d,01:00:5e:00:00:fb,246,Phone1,Actie_uitsturen
684,2020-05-23 20:19:05+02:00,ec:89:14:fa:3a:2d,33:33:00:00:00:02,180,Phone1,Actie_uitsturen
691,2020-05-23 20:19:10+02:00,e4:ce:8f:4c:29:ae,01:00:5e:7f:ff:fa,1308,Laptop,Actie_uitsturen
692,2020-05-23 20:19:15+02:00,78:88:6d:96:a7:a2,01:00:5e:7f:ff:fa,831,Tablet,Actie_uitsturen
693,2020-05-23 20:19:15+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,330,Google_home,Actie_uitsturen
696,2020-05-23 20:19:15+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,996,Google_speaker,Actie_uitsturen
704,2020-05-23 20:19:25+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,2192,Google_home,Actie_uitsturen
705,2020-05-23 20:19:25+02:00,ec:89:14:fa:3a:2d,01:00:5e:00:00:fb,246,Phone1,Actie_uitsturen
708,2020-05-23 20:19:25+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,2531,Google_speaker,Actie_uitsturen
711,2020-05-23 20:19:25+02:00,78:88:6d:96:a7:a2,01:00:5e:00:00:fb,426,Tablet,Actie_uitsturen
712,2020-05-23 20:19:25+02:00,78:88:6d:96:a7:a2,01:00:5e:7f:ff:fa,831,Tablet,Actie_uitsturen
715,2020-05-23 20:19:30+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,1148,Google_speaker,Actie_uitsturen
718,2020-05-23 20:19:30+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,426,Google_home,Actie_uitsturen
725,2020-05-23 20:19:35+02:00,78:88:6d:96:a7:a2,01:00:5e:7f:ff:fa,831,Tablet,Actie_uitsturen
726,2020-05-23 20:19:35+02:00,ec:b5:fa:20:73:ef,01:00:5e:7f:ff:fa,2790,PhilipsHue,Actie_uitsturen
732,2020-05-23 20:19:45+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,1120,Google_home,Actie_uitsturen
737,2020-05-23 20:19:45+02:00,ec:89:14:fa:3a:2d,01:00:5e:00:00:fb,246,Phone1,Actie_uitsturen
739,2020-05-23 20:19:45+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,1017,Google_speaker,Actie_uitsturen
740,2020-05-23 20:19:45+02:00,78:88:6d:96:a7:a2,01:00:5e:7f:ff:fa,831,Tablet,Actie_uitsturen
745,2020-05-23 20:19:55+02:00,78:88:6d:96:a7:a2,01:00:5e:7f:ff:fa,831,Tablet,Actie_uitsturen
747,2020-05-23 20:19:55+02:00,78:88:6d:96:a7:a2,01:00:5e:00:00:fb,213,Tablet,Actie_uitsturen
748,2020-05-23 20:19:55+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,1017,Google_speaker,Actie_uitsturen
750,2020-05-23 20:19:55+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,536,Google_home,Actie_uitsturen
758,2020-05-23 20:20:05+02:00,78:88:6d:96:a7:a2,01:00:5e:7f:ff:fa,831,Tablet,Actie_uitsturen
760,2020-05-23 20:20:05+02:00,ec:89:14:fa:3a:2d,01:00:5e:00:00:fb,246,Phone1,Actie_uitsturen
761,2020-05-23 20:20:05+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,1120,Google_home,Actie_uitsturen
774,2020-05-23 20:20:15+02:00,78:88:6d:96:a7:a2,01:00:5e:7f:ff:fa,831,Tablet,Actie_uitsturen
781,2020-05-23 20:20:25+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,2034,Google_speaker,Actie_uitsturen
783,2020-05-23 20:20:25+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,1656,Google_home,Actie_uitsturen
784,2020-05-23 20:20:25+02:00,ec:89:14:fa:3a:2d,01:00:5e:00:00:fb,246,Phone1,Actie_uitsturen
786,2020-05-23 20:20:25+02:00,78:88:6d:96:a7:a2,01:00:5e:00:00:fb,426,Tablet,Actie_uitsturen
787,2020-05-23 20:20:25+02:00,78:88:6d:96:a7:a2,01:00:5e:7f:ff:fa,277,Tablet,Actie_uitsturen
796,2020-05-23 20:20:35+02:00,78:88:6d:96:a7:a2,01:00:5e:7f:ff:fa,831,Tablet,Actie_uitsturen
798,2020-05-23 20:20:35+02:00,c4:ea:1d:e6:79:e8,01:00:5e:00:00:01,160,Router_intern,Actie_uitsturen
801,2020-05-23 20:20:40+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,533,Google_speaker,Actie_uitsturen
802,2020-05-23 20:20:40+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,598,Google_home,Actie_uitsturen
806,2020-05-23 20:20:45+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:16,180,Google_speaker,Actie_uitsturen
809,2020-05-23 20:20:45+02:00,e4:ce:8f:62:3b:53,01:00:5e:7f:ff:fa,1308,Desktop,Actie_uitsturen
811,2020-05-23 20:20:45+02:00,78:88:6d:96:a7:a2,01:00:5e:7f:ff:fa,831,Tablet,Actie_uitsturen
813,2020-05-23 20:20:45+02:00,ec:89:14:fa:3a:2d,01:00:5e:00:00:fb,246,Phone1,Actie_uitsturen
814,2020-05-23 20:20:45+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,1017,Google_speaker,Actie_uitsturen
816,2020-05-23 20:20:45+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,1120,Google_home,Actie_uitsturen
825,2020-05-23 20:20:55+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,1017,Google_speaker,Actie_uitsturen
827,2020-05-23 20:20:55+02:00,78:88:6d:96:a7:a2,01:00:5e:7f:ff:fa,831,Tablet,Actie_uitsturen
828,2020-05-23 20:20:55+02:00,78:88:6d:96:a7:a2,01:00:5e:00:00:fb,213,Tablet,Actie_uitsturen
832,2020-05-23 20:21:00+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,536,Google_home,Actie_uitsturen
835,2020-05-23 20:21:00+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,1017,Google_speaker,Actie_uitsturen
838,2020-05-23 20:21:00+02:00,78:88:6d:96:a7:a2,01:00:5e:00:00:fb,213,Tablet,Actie_uitsturen
841,2020-05-23 20:21:05+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,1017,Google_speaker,Actie_uitsturen
842,2020-05-23 20:21:05+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,584,Google_home,Actie_uitsturen
843,2020-05-23 20:21:05+02:00,78:88:6d:96:a7:a2,01:00:5e:7f:ff:fa,554,Tablet,Actie_uitsturen
847,2020-05-23 20:21:05+02:00,ec:89:14:fa:3a:2d,01:00:5e:00:00:fb,246,Phone1,Actie_uitsturen
850,2020-05-23 20:21:10+02:00,c4:ea:1d:e6:79:e8,01:00:5e:7f:ff:fa,3926,Router_intern,Actie_uitsturen
853,2020-05-23 20:21:10+02:00,e4:ce:8f:4c:29:ae,01:00:5e:7f:ff:fa,1308,Laptop,Actie_uitsturen
855,2020-05-23 20:21:15+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,1148,Google_speaker,Actie_uitsturen
857,2020-05-23 20:21:15+02:00,78:88:6d:96:a7:a2,01:00:5e:7f:ff:fa,554,Tablet,Actie_uitsturen
859,2020-05-23 20:21:15+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,426,Google_home,Actie_uitsturen
867,2020-05-23 20:21:25+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,1017,Google_speaker,Actie_uitsturen
872,2020-05-23 20:21:25+02:00,78:88:6d:96:a7:a2,01:00:5e:7f:ff:fa,831,Tablet,Actie_uitsturen
873,2020-05-23 20:21:25+02:00,ec:89:14:fa:3a:2d,01:00:5e:00:00:fb,246,Phone1,Actie_uitsturen
875,2020-05-23 20:21:25+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,536,Google_home,Actie_uitsturen
878,2020-05-23 20:21:30+02:00,78:88:6d:96:a7:a2,01:00:5e:00:00:fb,426,Tablet,Actie_uitsturen
879,2020-05-23 20:21:30+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,1072,Google_home,Actie_uitsturen
882,2020-05-23 20:21:30+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,1514,Google_speaker,Actie_uitsturen
884,2020-05-23 20:21:35+02:00,78:88:6d:96:a7:a2,01:00:5e:7f:ff:fa,554,Tablet,Actie_uitsturen
894,2020-05-23 20:21:45+02:00,78:88:6d:96:a7:a2,01:00:5e:7f:ff:fa,831,Tablet,Actie_uitsturen
895,2020-05-23 20:21:45+02:00,ec:89:14:fa:3a:2d,01:00:5e:00:00:fb,246,Phone1,Actie_uitsturen
900,2020-05-23 20:21:45+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,584,Google_home,Actie_uitsturen
901,2020-05-23 20:21:45+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,1017,Google_speaker,Actie_uitsturen
906,2020-05-23 20:21:50+02:00,ec:b5:fa:20:73:ef,01:00:5e:7f:ff:fa,2320,PhilipsHue,Actie_uitsturen
911,2020-05-23 20:21:55+02:00,78:88:6d:96:a7:a2,01:00:5e:7f:ff:fa,831,Tablet,Actie_uitsturen
912,2020-05-23 20:21:55+02:00,78:88:6d:96:a7:a2,33:33:00:00:00:fb,1023,Tablet,Actie_uitsturen
915,2020-05-23 20:21:55+02:00,78:88:6d:96:a7:a2,01:00:5e:00:00:fb,963,Tablet,Actie_uitsturen
918,2020-05-23 20:22:00+02:00,78:88:6d:96:a7:a2,01:00:5e:00:00:fb,747,Tablet,Actie_uitsturen
922,2020-05-23 20:22:00+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,2034,Google_speaker,Actie_uitsturen
924,2020-05-23 20:22:05+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,1017,Google_speaker,Actie_uitsturen
930,2020-05-23 20:22:05+02:00,ec:89:14:fa:3a:2d,01:00:5e:00:00:fb,246,Phone1,Actie_uitsturen
931,2020-05-23 20:22:05+02:00,78:88:6d:96:a7:a2,01:00:5e:7f:ff:fa,554,Tablet,Actie_uitsturen
939,2020-05-23 20:22:15+02:00,c4:ea:1d:e6:79:e8,01:00:5e:00:00:01,160,Router_intern,Actie_uitsturen
940,2020-05-23 20:22:15+02:00,78:88:6d:96:a7:a2,01:00:5e:7f:ff:fa,831,Tablet,Actie_uitsturen
944,2020-05-23 20:22:20+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,996,Google_speaker,Actie_uitsturen
945,2020-05-23 20:22:20+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:16,180,Google_speaker,Actie_uitsturen
949,2020-05-23 20:22:20+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,330,Google_home,Actie_uitsturen
951,2020-05-23 20:22:25+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,1120,Google_home,Actie_uitsturen
953,2020-05-23 20:22:25+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,1017,Google_speaker,Actie_uitsturen
954,2020-05-23 20:22:25+02:00,ec:89:14:fa:3a:2d,01:00:5e:00:00:16,164,Phone1,Actie_uitsturen
955,2020-05-23 20:22:25+02:00,78:88:6d:96:a7:a2,01:00:5e:7f:ff:fa,831,Tablet,Actie_uitsturen
958,2020-05-23 20:22:25+02:00,ec:89:14:fa:3a:2d,01:00:5e:00:00:fb,246,Phone1,Actie_uitsturen
961,2020-05-23 20:22:30+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,1072,Google_home,Actie_uitsturen
964,2020-05-23 20:22:30+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,1017,Google_speaker,Actie_uitsturen
968,2020-05-23 20:22:30+02:00,78:88:6d:96:a7:a2,01:00:5e:00:00:fb,426,Tablet,Actie_uitsturen
975,2020-05-23 20:22:35+02:00,78:88:6d:96:a7:a2,01:00:5e:7f:ff:fa,831,Tablet,Actie_uitsturen
981,2020-05-23 20:22:45+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,520,Google_speaker,Actie_uitsturen
984,2020-05-23 20:22:45+02:00,e4:ce:8f:62:3b:53,01:00:5e:7f:ff:fa,1308,Desktop,Actie_uitsturen
986,2020-05-23 20:22:45+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,1120,Google_home,Actie_uitsturen
988,2020-05-23 20:22:45+02:00,78:88:6d:96:a7:a2,01:00:5e:7f:ff:fa,831,Tablet,Actie_uitsturen
989,2020-05-23 20:22:45+02:00,ec:89:14:fa:3a:2d,01:00:5e:00:00:fb,246,Phone1,Actie_uitsturen
996,2020-05-23 20:22:55+02:00,78:88:6d:96:a7:a2,01:00:5e:7f:ff:fa,831,Tablet,Actie_uitsturen
998,2020-05-23 20:22:55+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,1148,Google_speaker,Actie_uitsturen
1004,2020-05-23 20:22:55+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,426,Google_home,Actie_uitsturen
1007,2020-05-23 20:23:00+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,994,Google_speaker,Actie_uitsturen
1009,2020-05-23 20:23:00+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,536,Google_home,Actie_uitsturen
1011,2020-05-23 20:23:00+02:00,78:88:6d:96:a7:a2,01:00:5e:00:00:fb,426,Tablet,Actie_uitsturen
1014,2020-05-23 20:23:05+02:00,ec:89:14:fa:3a:2d,01:00:5e:00:00:fb,246,Phone1,Actie_uitsturen
1015,2020-05-23 20:23:05+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,1017,Google_speaker,Actie_uitsturen
1017,2020-05-23 20:23:05+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,1120,Google_home,Actie_uitsturen
1019,2020-05-23 20:23:05+02:00,78:88:6d:96:a7:a2,01:00:5e:7f:ff:fa,554,Tablet,Actie_uitsturen
1026,2020-05-23 20:23:10+02:00,e4:ce:8f:4c:29:ae,01:00:5e:7f:ff:fa,981,Laptop,Actie_uitsturen
1031,2020-05-23 20:23:15+02:00,78:88:6d:96:a7:a2,01:00:5e:7f:ff:fa,831,Tablet,Actie_uitsturen
1036,2020-05-23 20:23:20+02:00,ec:89:14:fa:3a:2d,01:00:5e:00:00:16,328,Phone1,Actie_uitsturen
1038,2020-05-23 20:23:25+02:00,ec:89:14:fa:3a:2d,01:00:5e:00:00:fb,984,Phone1,Actie_uitsturen
1039,2020-05-23 20:23:25+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,1017,Google_speaker,Actie_uitsturen
1042,2020-05-23 20:23:25+02:00,ec:89:14:fa:3a:2d,01:00:5e:00:00:16,328,Phone1,Actie_uitsturen
1045,2020-05-23 20:23:25+02:00,78:88:6d:96:a7:a2,01:00:5e:7f:ff:fa,831,Tablet,Actie_uitsturen
1048,2020-05-23 20:23:30+02:00,78:88:6d:96:a7:a2,01:00:5e:00:00:fb,213,Tablet,Actie_uitsturen
1050,2020-05-23 20:23:30+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,1017,Google_speaker,Actie_uitsturen
1052,2020-05-23 20:23:30+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,536,Google_home,Actie_uitsturen
1055,2020-05-23 20:23:35+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,536,Google_home,Actie_uitsturen
1059,2020-05-23 20:23:35+02:00,78:88:6d:96:a7:a2,01:00:5e:7f:ff:fa,831,Tablet,Actie_uitsturen
1065,2020-05-23 20:23:45+02:00,ec:89:14:fa:3a:2d,01:00:5e:00:00:fb,246,Phone1,Actie_uitsturen
1066,2020-05-23 20:23:45+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,1017,Google_speaker,Actie_uitsturen
1072,2020-05-23 20:23:45+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,1120,Google_home,Actie_uitsturen
1073,2020-05-23 20:23:45+02:00,78:88:6d:96:a7:a2,01:00:5e:7f:ff:fa,831,Tablet,Actie_uitsturen
1079,2020-05-23 20:23:55+02:00,c4:ea:1d:e6:79:e8,01:00:5e:00:00:01,160,Router_intern,Actie_uitsturen
1081,2020-05-23 20:23:55+02:00,78:88:6d:96:a7:a2,01:00:5e:7f:ff:fa,831,Tablet,Actie_uitsturen
1082,2020-05-23 20:23:55+02:00,ec:b5:fa:20:73:ef,01:00:5e:7f:ff:fa,2790,PhilipsHue,Actie_uitsturen
1086,2020-05-23 20:24:00+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,330,Google_home,Actie_uitsturen
1089,2020-05-23 20:24:00+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,996,Google_speaker,Actie_uitsturen
1095,2020-05-23 20:24:05+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,1514,Google_speaker,Actie_uitsturen
1097,2020-05-23 20:24:05+02:00,78:88:6d:96:a7:a2,01:00:5e:7f:ff:fa,831,Tablet,Actie_uitsturen
1099,2020-05-23 20:24:05+02:00,78:88:6d:96:a7:a2,01:00:5e:00:00:fb,213,Tablet,Actie_uitsturen
1100,2020-05-23 20:24:05+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,1656,Google_home,Actie_uitsturen
1101,2020-05-23 20:24:05+02:00,ec:89:14:fa:3a:2d,01:00:5e:00:00:fb,246,Phone1,Actie_uitsturen
1112,2020-05-23 20:24:15+02:00,78:88:6d:96:a7:a2,01:00:5e:7f:ff:fa,831,Tablet,Actie_uitsturen
1117,2020-05-23 20:24:25+02:00,78:88:6d:96:a7:a2,01:00:5e:7f:ff:fa,831,Tablet,Actie_uitsturen
1118,2020-05-23 20:24:25+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,1120,Google_home,Actie_uitsturen
1120,2020-05-23 20:24:25+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,1017,Google_speaker,Actie_uitsturen
1125,2020-05-23 20:24:25+02:00,ec:89:14:fa:3a:2d,01:00:5e:00:00:fb,246,Phone1,Actie_uitsturen
1130,2020-05-23 20:24:30+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,3560,Google_speaker,Actie_uitsturen
1132,2020-05-23 20:24:35+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,1919,Google_home,Actie_uitsturen
1133,2020-05-23 20:24:35+02:00,78:88:6d:96:a7:a2,01:00:5e:00:00:fb,213,Tablet,Actie_uitsturen
1137,2020-05-23 20:24:35+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,2034,Google_speaker,Actie_uitsturen
1138,2020-05-23 20:24:35+02:00,78:88:6d:96:a7:a2,01:00:5e:7f:ff:fa,554,Tablet,Actie_uitsturen
1145,2020-05-23 20:24:45+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,1017,Google_speaker,Actie_uitsturen
1148,2020-05-23 20:24:45+02:00,78:88:6d:96:a7:a2,01:00:5e:7f:ff:fa,831,Tablet,Actie_uitsturen
1151,2020-05-23 20:24:45+02:00,e4:ce:8f:62:3b:53,01:00:5e:7f:ff:fa,981,Desktop,Actie_uitsturen
1152,2020-05-23 20:24:45+02:00,ec:89:14:fa:3a:2d,01:00:5e:00:00:fb,246,Phone1,Actie_uitsturen
1164,2020-05-23 20:24:55+02:00,78:88:6d:96:a7:a2,01:00:5e:7f:ff:fa,831,Tablet,Actie_uitsturen
1170,2020-05-23 20:25:05+02:00,ec:89:14:fa:3a:2d,01:00:5e:00:00:fb,246,Phone1,Actie_uitsturen
1172,2020-05-23 20:25:05+02:00,78:88:6d:96:a7:a2,01:00:5e:00:00:fb,426,Tablet,Actie_uitsturen
1173,2020-05-23 20:25:05+02:00,78:88:6d:96:a7:a2,01:00:5e:7f:ff:fa,831,Tablet,Actie_uitsturen
1174,2020-05-23 20:25:05+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,2192,Google_home,Actie_uitsturen
1179,2020-05-23 20:25:05+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,1514,Google_speaker,Actie_uitsturen
1182,2020-05-23 20:25:10+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,1017,Google_speaker,Actie_uitsturen
1186,2020-05-23 20:25:10+02:00,e4:ce:8f:4c:29:ae,01:00:5e:7f:ff:fa,1308,Laptop,Actie_uitsturen
1190,2020-05-23 20:25:15+02:00,78:88:6d:96:a7:a2,01:00:5e:7f:ff:fa,831,Tablet,Actie_uitsturen
1197,2020-05-23 20:25:25+02:00,ec:89:14:fa:3a:2d,01:00:5e:00:00:16,328,Phone1,Actie_uitsturen
1201,2020-05-23 20:25:25+02:00,78:88:6d:96:a7:a2,01:00:5e:7f:ff:fa,831,Tablet,Actie_uitsturen
1208,2020-05-23 20:25:35+02:00,78:88:6d:96:a7:a2,01:00:5e:00:00:fb,426,Tablet,Actie_uitsturen
1212,2020-05-23 20:25:35+02:00,c4:ea:1d:e6:79:e8,01:00:5e:00:00:01,160,Router_intern,Actie_uitsturen
1214,2020-05-23 20:25:35+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,1072,Google_home,Actie_uitsturen
1216,2020-05-23 20:25:35+02:00,78:88:6d:96:a7:a2,01:00:5e:7f:ff:fa,277,Tablet,Actie_uitsturen
1217,2020-05-23 20:25:35+02:00,ec:89:14:fa:3a:2d,01:00:5e:00:00:16,328,Phone1,Actie_uitsturen
1218,2020-05-23 20:25:35+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,2034,Google_speaker,Actie_uitsturen
1222,2020-05-23 20:25:40+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:16,180,Google_speaker,Actie_uitsturen
1223,2020-05-23 20:25:40+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,1017,Google_speaker,Actie_uitsturen
1224,2020-05-23 20:25:40+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,1120,Google_home,Actie_uitsturen
1225,2020-05-23 20:25:40+02:00,ec:89:14:fa:3a:2d,01:00:5e:00:00:fb,246,Phone1,Actie_uitsturen
1229,2020-05-23 20:25:45+02:00,78:88:6d:96:a7:a2,01:00:5e:7f:ff:fa,831,Tablet,Actie_uitsturen
1230,2020-05-23 20:25:45+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,990,Google_home,Actie_uitsturen
1232,2020-05-23 20:25:45+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,332,Google_speaker,Actie_uitsturen
1243,2020-05-23 20:25:55+02:00,78:88:6d:96:a7:a2,01:00:5e:7f:ff:fa,831,Tablet,Actie_uitsturen
1246,2020-05-23 20:26:00+02:00,ec:89:14:fa:3a:2d,01:00:5e:00:00:fb,246,Phone1,Actie_uitsturen
1249,2020-05-23 20:26:00+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,1017,Google_speaker,Actie_uitsturen
1250,2020-05-23 20:26:00+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,584,Google_home,Actie_uitsturen
1252,2020-05-23 20:26:05+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,536,Google_home,Actie_uitsturen
1256,2020-05-23 20:26:05+02:00,78:88:6d:96:a7:a2,01:00:5e:7f:ff:fa,831,Tablet,Actie_uitsturen
1257,2020-05-23 20:26:05+02:00,78:88:6d:96:a7:a2,01:00:5e:00:00:fb,213,Tablet,Actie_uitsturen
1259,2020-05-23 20:26:05+02:00,ec:89:14:fa:3a:2d,01:00:5e:00:00:16,328,Phone1,Actie_uitsturen
1260,2020-05-23 20:26:05+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,497,Google_speaker,Actie_uitsturen
1263,2020-05-23 20:26:10+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,536,Google_home,Actie_uitsturen
1265,2020-05-23 20:26:10+02:00,78:88:6d:96:a7:a2,01:00:5e:00:00:fb,213,Tablet,Actie_uitsturen
1267,2020-05-23 20:26:10+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,1017,Google_speaker,Actie_uitsturen
1269,2020-05-23 20:26:15+02:00,78:88:6d:96:a7:a2,01:00:5e:7f:ff:fa,831,Tablet,Actie_uitsturen
1271,2020-05-23 20:26:15+02:00,ec:b5:fa:20:73:ef,01:00:5e:7f:ff:fa,2790,PhilipsHue,Actie_uitsturen
1276,2020-05-23 20:26:20+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,431,Google_speaker,Actie_uitsturen
1279,2020-05-23 20:26:20+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,717,Google_home,Actie_uitsturen
1286,2020-05-23 20:26:25+02:00,78:88:6d:96:a7:a2,01:00:5e:7f:ff:fa,831,Tablet,Actie_uitsturen
1296,2020-05-23 20:26:35+02:00,78:88:6d:96:a7:a2,01:00:5e:7f:ff:fa,831,Tablet,Actie_uitsturen
1297,2020-05-23 20:26:40+02:00,ec:89:14:fa:3a:2d,01:00:5e:00:00:fb,738,Phone1,Actie_uitsturen
1298,2020-05-23 20:26:40+02:00,ec:89:14:fa:3a:2d,01:00:5e:00:00:16,492,Phone1,Actie_uitsturen
1299,2020-05-23 20:26:40+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,1608,Google_home,Actie_uitsturen
1302,2020-05-23 20:26:40+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,2034,Google_speaker,Actie_uitsturen
1303,2020-05-23 20:26:40+02:00,78:88:6d:96:a7:a2,01:00:5e:00:00:fb,426,Tablet,Actie_uitsturen
1311,2020-05-23 20:26:45+02:00,e4:ce:8f:62:3b:53,01:00:5e:7f:ff:fa,1308,Desktop,Actie_uitsturen
1313,2020-05-23 20:26:45+02:00,78:88:6d:96:a7:a2,01:00:5e:7f:ff:fa,831,Tablet,Actie_uitsturen
1319,2020-05-23 20:26:55+02:00,e4:ce:8f:62:3b:53,01:00:5e:00:00:fb,654,Desktop,Actie_uitsturen
1322,2020-05-23 20:26:55+02:00,78:88:6d:96:a7:a2,01:00:5e:7f:ff:fa,831,Tablet,Actie_uitsturen
1333,2020-05-23 20:27:05+02:00,78:88:6d:96:a7:a2,01:00:5e:7f:ff:fa,554,Tablet,Actie_uitsturen
