,AT,SA,DA,Length,SRCE,DSTI
6916,2020-05-23 21:46:05+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,497,Google_speaker,Actie_uitsturen
6925,2020-05-23 21:46:15+02:00,e4:ce:8f:62:3b:53,33:33:00:00:00:fb,394,Desktop,Actie_uitsturen
6926,2020-05-23 21:46:15+02:00,e4:ce:8f:62:3b:53,01:00:5e:00:00:fb,374,Desktop,Actie_uitsturen
6931,2020-05-23 21:46:20+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,996,Google_speaker,Actie_uitsturen
6933,2020-05-23 21:46:20+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,851,Google_home,Actie_uitsturen
6941,2020-05-23 21:46:25+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,520,Google_speaker,Actie_uitsturen
6942,2020-05-23 21:46:25+02:00,e4:ce:8f:62:3b:53,33:33:00:00:00:fb,335,Desktop,Actie_uitsturen
6943,2020-05-23 21:46:25+02:00,e4:ce:8f:62:3b:53,01:00:5e:00:00:fb,315,Desktop,Actie_uitsturen
6946,2020-05-23 21:46:30+02:00,ec:b5:fa:20:73:ef,01:00:5e:7f:ff:fa,2320,PhilipsHue,Actie_uitsturen
6947,2020-05-23 21:46:30+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,1911,Google_speaker,Actie_uitsturen
6949,2020-05-23 21:46:30+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,1139,Google_home,Actie_uitsturen
6963,2020-05-23 21:46:45+02:00,e4:ce:8f:62:3b:53,01:00:5e:7f:ff:fa,1308,Desktop,Actie_uitsturen
6987,2020-05-23 21:47:05+02:00,e4:ce:8f:4c:29:ae,01:00:5e:7f:ff:fa,327,Laptop,Actie_uitsturen
6995,2020-05-23 21:47:10+02:00,e4:ce:8f:4c:29:ae,01:00:5e:7f:ff:fa,327,Laptop,Actie_uitsturen
7000,2020-05-23 21:47:15+02:00,c4:ea:1d:e6:79:e8,01:00:5e:00:00:01,160,Router_intern,Actie_uitsturen
7014,2020-05-23 21:47:35+02:00,ec:b5:fa:20:73:ef,01:00:5e:7f:ff:fa,1865,PhilipsHue,Actie_uitsturen
7016,2020-05-23 21:47:35+02:00,e4:ce:8f:4c:29:ae,33:33:00:00:00:fb,212,Laptop,Actie_uitsturen
7017,2020-05-23 21:47:35+02:00,e4:ce:8f:4c:29:ae,01:00:5e:00:00:fb,192,Laptop,Actie_uitsturen
7019,2020-05-23 21:47:35+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,1018,Google_home,Actie_uitsturen
7020,2020-05-23 21:47:35+02:00,e4:ce:8f:62:3b:53,33:33:00:00:00:fb,212,Desktop,Actie_uitsturen
7023,2020-05-23 21:47:35+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,1017,Google_speaker,Actie_uitsturen
7024,2020-05-23 21:47:35+02:00,e4:ce:8f:62:3b:53,01:00:5e:00:00:fb,192,Desktop,Actie_uitsturen
7050,2020-05-23 21:48:05+02:00,e4:ce:8f:4c:29:ae,01:00:5e:00:00:fb,315,Laptop,Actie_uitsturen
7057,2020-05-23 21:48:15+02:00,e4:ce:8f:4c:29:ae,01:00:5e:00:00:fb,315,Laptop,Actie_uitsturen
7058,2020-05-23 21:48:15+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,2426,Google_home,Actie_uitsturen
7060,2020-05-23 21:48:15+02:00,e4:ce:8f:4c:29:ae,33:33:00:00:00:fb,335,Laptop,Actie_uitsturen
7062,2020-05-23 21:48:15+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,2015,Google_speaker,Actie_uitsturen
7065,2020-05-23 21:48:20+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,520,Google_speaker,Actie_uitsturen
7068,2020-05-23 21:48:20+02:00,e4:ce:8f:4c:29:ae,33:33:00:00:00:fb,335,Laptop,Actie_uitsturen
7088,2020-05-23 21:48:45+02:00,e4:ce:8f:62:3b:53,01:00:5e:7f:ff:fa,1308,Desktop,Actie_uitsturen
7100,2020-05-23 21:48:55+02:00,c4:ea:1d:e6:79:e8,01:00:5e:00:00:01,160,Router_intern,Actie_uitsturen
7105,2020-05-23 21:49:00+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:16,180,Google_speaker,Actie_uitsturen
7116,2020-05-23 21:49:10+02:00,e4:ce:8f:4c:29:ae,33:33:00:00:00:fb,279,Laptop,Actie_uitsturen
7117,2020-05-23 21:49:10+02:00,e4:ce:8f:4c:29:ae,01:00:5e:7f:ff:fa,1308,Laptop,Actie_uitsturen
7118,2020-05-23 21:49:10+02:00,e4:ce:8f:62:3b:53,01:00:5e:00:00:fb,237,Desktop,Actie_uitsturen
7119,2020-05-23 21:49:10+02:00,e4:ce:8f:4c:29:ae,01:00:5e:00:00:fb,259,Laptop,Actie_uitsturen
7121,2020-05-23 21:49:10+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,509,Google_home,Actie_uitsturen
7122,2020-05-23 21:49:10+02:00,e4:ce:8f:62:3b:53,33:33:00:00:00:fb,257,Desktop,Actie_uitsturen
7127,2020-05-23 21:49:15+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,1706,Google_speaker,Actie_uitsturen
7128,2020-05-23 21:49:15+02:00,e4:ce:8f:62:3b:53,01:00:5e:00:00:fb,323,Desktop,Actie_uitsturen
7129,2020-05-23 21:49:15+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,509,Google_home,Actie_uitsturen
7130,2020-05-23 21:49:15+02:00,e4:ce:8f:62:3b:53,33:33:00:00:00:fb,343,Desktop,Actie_uitsturen
7147,2020-05-23 21:49:30+02:00,ec:b5:fa:20:73:ef,01:00:5e:7f:ff:fa,2790,PhilipsHue,Actie_uitsturen
7170,2020-05-23 21:49:55+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,1416,Google_home,Actie_uitsturen
7172,2020-05-23 21:49:55+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,1184,Google_speaker,Actie_uitsturen
7192,2020-05-23 21:50:20+02:00,ec:b5:fa:20:73:ef,01:00:5e:7f:ff:fa,2320,PhilipsHue,Actie_uitsturen
7196,2020-05-23 21:50:20+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,1265,Google_home,Actie_uitsturen
7197,2020-05-23 21:50:20+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,1858,Google_speaker,Actie_uitsturen
7200,2020-05-23 21:50:25+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,1840,Google_home,Actie_uitsturen
7204,2020-05-23 21:50:25+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,1780,Google_speaker,Actie_uitsturen
7215,2020-05-23 21:50:35+02:00,c4:ea:1d:e6:79:e8,01:00:5e:00:00:01,160,Router_intern,Actie_uitsturen
7216,2020-05-23 21:50:40+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:16,180,Google_speaker,Actie_uitsturen
7225,2020-05-23 21:50:45+02:00,e4:ce:8f:62:3b:53,01:00:5e:7f:ff:fa,981,Desktop,Actie_uitsturen
7250,2020-05-23 21:51:10+02:00,e4:ce:8f:4c:29:ae,01:00:5e:7f:ff:fa,981,Laptop,Actie_uitsturen
7262,2020-05-23 21:51:25+02:00,ec:b5:fa:20:73:ef,01:00:5e:7f:ff:fa,1859,PhilipsHue,Actie_uitsturen
7272,2020-05-23 21:51:35+02:00,c4:ea:1d:e6:79:e8,01:00:5e:7f:ff:fa,2490,Router_intern,Actie_uitsturen
7295,2020-05-23 21:51:55+02:00,e4:ce:8f:4c:29:ae,01:00:5e:00:00:fb,192,Laptop,Actie_uitsturen
7296,2020-05-23 21:51:55+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,509,Google_home,Actie_uitsturen
7298,2020-05-23 21:51:55+02:00,e4:ce:8f:4c:29:ae,33:33:00:00:00:fb,212,Laptop,Actie_uitsturen
7299,2020-05-23 21:51:55+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,497,Google_speaker,Actie_uitsturen
7307,2020-05-23 21:52:05+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,1380,Google_home,Actie_uitsturen
7309,2020-05-23 21:52:05+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,1090,Google_speaker,Actie_uitsturen
7312,2020-05-23 21:52:05+02:00,ec:89:14:fa:3a:2d,33:33:00:00:00:02,180,Phone1,Actie_uitsturen
7316,2020-05-23 21:52:10+02:00,e4:ce:8f:62:3b:53,01:00:5e:00:00:fb,315,Desktop,Actie_uitsturen
7317,2020-05-23 21:52:10+02:00,e4:ce:8f:62:3b:53,33:33:00:00:00:fb,335,Desktop,Actie_uitsturen
7319,2020-05-23 21:52:10+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,520,Google_speaker,Actie_uitsturen
7322,2020-05-23 21:52:15+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:16,180,Google_speaker,Actie_uitsturen
7323,2020-05-23 21:52:15+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,602,Google_speaker,Actie_uitsturen
7325,2020-05-23 21:52:15+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,724,Google_home,Actie_uitsturen
7326,2020-05-23 21:52:15+02:00,ec:b5:fa:20:73:ef,01:00:5e:7f:ff:fa,2326,PhilipsHue,Actie_uitsturen
7327,2020-05-23 21:52:15+02:00,c4:ea:1d:e6:79:e8,01:00:5e:00:00:01,160,Router_intern,Actie_uitsturen
7357,2020-05-23 21:52:45+02:00,e4:ce:8f:62:3b:53,01:00:5e:7f:ff:fa,981,Desktop,Actie_uitsturen
7380,2020-05-23 21:53:05+02:00,e4:ce:8f:4c:29:ae,01:00:5e:7f:ff:fa,327,Laptop,Actie_uitsturen
7382,2020-05-23 21:53:10+02:00,e4:ce:8f:4c:29:ae,01:00:5e:7f:ff:fa,981,Laptop,Actie_uitsturen
7394,2020-05-23 21:53:20+02:00,ec:b5:fa:20:73:ef,01:00:5e:7f:ff:fa,2790,PhilipsHue,Actie_uitsturen
7407,2020-05-23 21:53:35+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,1018,Google_home,Actie_uitsturen
7410,2020-05-23 21:53:35+02:00,e4:ce:8f:4c:29:ae,33:33:00:00:00:fb,469,Laptop,Actie_uitsturen
7412,2020-05-23 21:53:35+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,3101,Google_speaker,Actie_uitsturen
7414,2020-05-23 21:53:35+02:00,e4:ce:8f:62:3b:53,01:00:5e:00:00:fb,192,Desktop,Actie_uitsturen
7415,2020-05-23 21:53:35+02:00,e4:ce:8f:4c:29:ae,01:00:5e:00:00:fb,429,Laptop,Actie_uitsturen
7416,2020-05-23 21:53:35+02:00,e4:ce:8f:62:3b:53,33:33:00:00:00:fb,212,Desktop,Actie_uitsturen
7419,2020-05-23 21:53:40+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,1017,Google_speaker,Actie_uitsturen
7426,2020-05-23 21:53:45+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,421,Google_speaker,Actie_uitsturen
7428,2020-05-23 21:53:45+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,722,Google_home,Actie_uitsturen
7436,2020-05-23 21:53:55+02:00,c4:ea:1d:e6:79:e8,01:00:5e:00:00:01,160,Router_intern,Actie_uitsturen
7440,2020-05-23 21:54:00+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,1712,Google_home,Actie_uitsturen
7444,2020-05-23 21:54:00+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,1184,Google_speaker,Actie_uitsturen
7448,2020-05-23 21:54:05+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,2708,Google_speaker,Actie_uitsturen
7449,2020-05-23 21:54:05+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:16,180,Google_speaker,Actie_uitsturen
7454,2020-05-23 21:54:10+02:00,ec:b5:fa:20:73:ef,01:00:5e:7f:ff:fa,2790,PhilipsHue,Actie_uitsturen
7480,2020-05-23 21:54:40+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,2543,Google_speaker,Actie_uitsturen
7485,2020-05-23 21:54:45+02:00,e4:ce:8f:62:3b:53,01:00:5e:7f:ff:fa,1308,Desktop,Actie_uitsturen
7511,2020-05-23 21:55:10+02:00,e4:ce:8f:62:3b:53,01:00:5e:00:00:fb,560,Desktop,Actie_uitsturen
7513,2020-05-23 21:55:10+02:00,e4:ce:8f:62:3b:53,33:33:00:00:00:fb,600,Desktop,Actie_uitsturen
7514,2020-05-23 21:55:10+02:00,e4:ce:8f:4c:29:ae,01:00:5e:7f:ff:fa,1308,Laptop,Actie_uitsturen
7518,2020-05-23 21:55:15+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,2070,Google_home,Actie_uitsturen
7520,2020-05-23 21:55:15+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,2468,Google_speaker,Actie_uitsturen
7522,2020-05-23 21:55:15+02:00,ec:b5:fa:20:73:ef,01:00:5e:7f:ff:fa,1865,PhilipsHue,Actie_uitsturen
7534,2020-05-23 21:55:30+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,1209,Google_speaker,Actie_uitsturen
7538,2020-05-23 21:55:30+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,509,Google_home,Actie_uitsturen
7544,2020-05-23 21:55:35+02:00,c4:ea:1d:e6:79:e8,01:00:5e:00:00:01,160,Router_intern,Actie_uitsturen
7545,2020-05-23 21:55:40+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,1283,Google_speaker,Actie_uitsturen
7546,2020-05-23 21:55:40+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,1216,Google_home,Actie_uitsturen
7547,2020-05-23 21:55:40+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:16,180,Google_speaker,Actie_uitsturen
7555,2020-05-23 21:55:45+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,1448,Google_speaker,Actie_uitsturen
7573,2020-05-23 21:56:05+02:00,ec:b5:fa:20:73:ef,01:00:5e:7f:ff:fa,2790,PhilipsHue,Actie_uitsturen
7612,2020-05-23 21:56:45+02:00,e4:ce:8f:62:3b:53,01:00:5e:7f:ff:fa,1308,Desktop,Actie_uitsturen
7628,2020-05-23 21:57:05+02:00,ec:b5:fa:20:73:ef,01:00:5e:7f:ff:fa,2320,PhilipsHue,Actie_uitsturen
7629,2020-05-23 21:57:05+02:00,e4:ce:8f:4c:29:ae,33:33:00:00:00:fb,212,Laptop,Actie_uitsturen
7630,2020-05-23 21:57:05+02:00,e4:ce:8f:4c:29:ae,01:00:5e:00:00:fb,192,Laptop,Actie_uitsturen
7632,2020-05-23 21:57:05+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,509,Google_home,Actie_uitsturen
7636,2020-05-23 21:57:10+02:00,e4:ce:8f:4c:29:ae,33:33:00:00:00:fb,262,Laptop,Actie_uitsturen
7637,2020-05-23 21:57:10+02:00,e4:ce:8f:4c:29:ae,01:00:5e:7f:ff:fa,1308,Laptop,Actie_uitsturen
7638,2020-05-23 21:57:10+02:00,e4:ce:8f:4c:29:ae,01:00:5e:00:00:fb,242,Laptop,Actie_uitsturen
7641,2020-05-23 21:57:10+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,309,Google_home,Actie_uitsturen
7647,2020-05-23 21:57:15+02:00,c4:ea:1d:e6:79:e8,01:00:5e:00:00:01,160,Router_intern,Actie_uitsturen
7650,2020-05-23 21:57:15+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,509,Google_home,Actie_uitsturen
7651,2020-05-23 21:57:15+02:00,e4:ce:8f:4c:29:ae,33:33:00:00:00:fb,212,Laptop,Actie_uitsturen
7652,2020-05-23 21:57:15+02:00,e4:ce:8f:4c:29:ae,01:00:5e:00:00:fb,192,Laptop,Actie_uitsturen
7657,2020-05-23 21:57:20+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,304,Google_speaker,Actie_uitsturen
7658,2020-05-23 21:57:20+02:00,e4:ce:8f:4c:29:ae,33:33:00:00:00:fb,489,Laptop,Actie_uitsturen
7661,2020-05-23 21:57:20+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:16,180,Google_speaker,Actie_uitsturen
7663,2020-05-23 21:57:20+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,990,Google_home,Actie_uitsturen
7664,2020-05-23 21:57:20+02:00,e4:ce:8f:4c:29:ae,01:00:5e:00:00:fb,237,Laptop,Actie_uitsturen
7665,2020-05-23 21:57:25+02:00,e4:ce:8f:4c:29:ae,01:00:5e:00:00:fb,212,Laptop,Actie_uitsturen
7666,2020-05-23 21:57:25+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,5008,Google_home,Actie_uitsturen
7668,2020-05-23 21:57:25+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,5880,Google_speaker,Actie_uitsturen
7702,2020-05-23 21:58:00+02:00,ec:b5:fa:20:73:ef,01:00:5e:7f:ff:fa,2790,PhilipsHue,Actie_uitsturen
7739,2020-05-23 21:58:45+02:00,e4:ce:8f:62:3b:53,01:00:5e:7f:ff:fa,1308,Desktop,Actie_uitsturen
7752,2020-05-23 21:58:55+02:00,e4:ce:8f:4c:29:ae,01:00:5e:00:00:fb,434,Laptop,Actie_uitsturen
7754,2020-05-23 21:58:55+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,1017,Google_speaker,Actie_uitsturen
7755,2020-05-23 21:58:55+02:00,e4:ce:8f:4c:29:ae,33:33:00:00:00:fb,474,Laptop,Actie_uitsturen
7756,2020-05-23 21:58:55+02:00,c4:ea:1d:e6:79:e8,01:00:5e:00:00:01,160,Router_intern,Actie_uitsturen
7757,2020-05-23 21:58:55+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,309,Google_home,Actie_uitsturen
7760,2020-05-23 21:59:00+02:00,ec:b5:fa:20:73:ef,01:00:5e:7f:ff:fa,2790,PhilipsHue,Actie_uitsturen
7762,2020-05-23 21:59:00+02:00,e4:ce:8f:4c:29:ae,33:33:00:00:00:fb,271,Laptop,Actie_uitsturen
7763,2020-05-23 21:59:00+02:00,e4:ce:8f:4c:29:ae,01:00:5e:00:00:fb,251,Laptop,Actie_uitsturen
7764,2020-05-23 21:59:00+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:16,180,Google_speaker,Actie_uitsturen
7769,2020-05-23 21:59:05+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,1231,Google_home,Actie_uitsturen
7770,2020-05-23 21:59:05+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,2863,Google_speaker,Actie_uitsturen
7774,2020-05-23 21:59:05+02:00,e4:ce:8f:4c:29:ae,01:00:5e:00:00:fb,251,Laptop,Actie_uitsturen
7779,2020-05-23 21:59:10+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,1321,Google_speaker,Actie_uitsturen
7781,2020-05-23 21:59:10+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,1866,Google_home,Actie_uitsturen
7783,2020-05-23 21:59:10+02:00,e4:ce:8f:4c:29:ae,01:00:5e:7f:ff:fa,1308,Laptop,Actie_uitsturen
7789,2020-05-23 21:59:20+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,938,Google_home,Actie_uitsturen
7790,2020-05-23 21:59:20+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,304,Google_speaker,Actie_uitsturen
7826,2020-05-23 21:59:55+02:00,ec:b5:fa:20:73:ef,01:00:5e:7f:ff:fa,2320,PhilipsHue,Actie_uitsturen
7859,2020-05-23 22:00:35+02:00,c4:ea:1d:e6:79:e8,01:00:5e:00:00:01,160,Router_intern,Actie_uitsturen
7864,2020-05-23 22:00:40+02:00,c4:ea:1d:e6:79:e8,01:00:5e:7f:ff:fa,3926,Router_intern,Actie_uitsturen
7866,2020-05-23 22:00:40+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:16,180,Google_speaker,Actie_uitsturen
7870,2020-05-23 22:00:45+02:00,e4:ce:8f:62:3b:53,01:00:5e:7f:ff:fa,1308,Desktop,Actie_uitsturen
7873,2020-05-23 22:00:45+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,1148,Google_speaker,Actie_uitsturen
7875,2020-05-23 22:00:45+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,426,Google_home,Actie_uitsturen
7878,2020-05-23 22:00:50+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,1434,Google_speaker,Actie_uitsturen
7880,2020-05-23 22:00:50+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,2000,Google_home,Actie_uitsturen
7883,2020-05-23 22:00:55+02:00,e4:ce:8f:62:3b:53,01:00:5e:00:00:fb,323,Desktop,Actie_uitsturen
7884,2020-05-23 22:00:55+02:00,ec:b5:fa:20:73:ef,01:00:5e:7f:ff:fa,2790,PhilipsHue,Actie_uitsturen
7889,2020-05-23 22:00:55+02:00,e4:ce:8f:62:3b:53,33:33:00:00:00:fb,343,Desktop,Actie_uitsturen
7890,2020-05-23 22:00:55+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,497,Google_speaker,Actie_uitsturen
7904,2020-05-23 22:01:10+02:00,e4:ce:8f:4c:29:ae,01:00:5e:7f:ff:fa,981,Laptop,Actie_uitsturen
7945,2020-05-23 22:01:55+02:00,ec:b5:fa:20:73:ef,01:00:5e:7f:ff:fa,2329,PhilipsHue,Actie_uitsturen
7965,2020-05-23 22:02:15+02:00,c4:ea:1d:e6:79:e8,01:00:5e:00:00:01,160,Router_intern,Actie_uitsturen
7971,2020-05-23 22:02:25+02:00,e4:ce:8f:62:3b:53,01:00:5e:00:00:fb,192,Desktop,Actie_uitsturen
7973,2020-05-23 22:02:25+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,1514,Google_speaker,Actie_uitsturen
7975,2020-05-23 22:02:25+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,509,Google_home,Actie_uitsturen
7976,2020-05-23 22:02:25+02:00,e4:ce:8f:62:3b:53,33:33:00:00:00:fb,212,Desktop,Actie_uitsturen
7977,2020-05-23 22:02:25+02:00,e4:ce:8f:4c:29:ae,33:33:00:00:00:fb,212,Laptop,Actie_uitsturen
7979,2020-05-23 22:02:25+02:00,e4:ce:8f:4c:29:ae,01:00:5e:00:00:fb,192,Laptop,Actie_uitsturen
7982,2020-05-23 22:02:30+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,2000,Google_speaker,Actie_uitsturen
7984,2020-05-23 22:02:30+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,2138,Google_home,Actie_uitsturen
7999,2020-05-23 22:02:45+02:00,e4:ce:8f:62:3b:53,01:00:5e:7f:ff:fa,981,Desktop,Actie_uitsturen
8006,2020-05-23 22:02:50+02:00,ec:b5:fa:20:73:ef,01:00:5e:7f:ff:fa,2790,PhilipsHue,Actie_uitsturen
8026,2020-05-23 22:03:10+02:00,e4:ce:8f:4c:29:ae,01:00:5e:7f:ff:fa,981,Laptop,Actie_uitsturen
8037,2020-05-23 22:03:25+02:00,e4:ce:8f:62:3b:53,01:00:5e:00:00:fb,330,Desktop,Actie_uitsturen
8039,2020-05-23 22:03:25+02:00,e4:ce:8f:62:3b:53,33:33:00:00:00:fb,350,Desktop,Actie_uitsturen
8060,2020-05-23 22:03:50+02:00,ec:b5:fa:20:73:ef,01:00:5e:7f:ff:fa,2790,PhilipsHue,Actie_uitsturen
8069,2020-05-23 22:03:55+02:00,c4:ea:1d:e6:79:e8,01:00:5e:00:00:01,160,Router_intern,Actie_uitsturen
8073,2020-05-23 22:04:00+02:00,e4:ce:8f:4c:29:ae,01:00:5e:00:00:fb,192,Laptop,Actie_uitsturen
8074,2020-05-23 22:04:00+02:00,e4:ce:8f:4c:29:ae,33:33:00:00:00:fb,212,Laptop,Actie_uitsturen
8075,2020-05-23 22:04:00+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:16,180,Google_speaker,Actie_uitsturen
8078,2020-05-23 22:04:05+02:00,e4:ce:8f:4c:29:ae,01:00:5e:00:00:fb,237,Laptop,Actie_uitsturen
8081,2020-05-23 22:04:05+02:00,e4:ce:8f:62:3b:53,33:33:00:00:00:fb,262,Desktop,Actie_uitsturen
8082,2020-05-23 22:04:05+02:00,e4:ce:8f:62:3b:53,01:00:5e:00:00:fb,242,Desktop,Actie_uitsturen
8084,2020-05-23 22:04:05+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,309,Google_home,Actie_uitsturen
8086,2020-05-23 22:04:10+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,3732,Google_speaker,Actie_uitsturen
8089,2020-05-23 22:04:10+02:00,e4:ce:8f:62:3b:53,01:00:5e:00:00:fb,286,Desktop,Actie_uitsturen
8090,2020-05-23 22:04:10+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,1990,Google_home,Actie_uitsturen
8092,2020-05-23 22:04:10+02:00,e4:ce:8f:62:3b:53,33:33:00:00:00:fb,306,Desktop,Actie_uitsturen
8096,2020-05-23 22:04:15+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,598,Google_home,Actie_uitsturen
8100,2020-05-23 22:04:15+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,332,Google_speaker,Actie_uitsturen
8104,2020-05-23 22:04:20+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,701,Google_home,Actie_uitsturen
8105,2020-05-23 22:04:20+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,1017,Google_speaker,Actie_uitsturen
8126,2020-05-23 22:04:40+02:00,ec:b5:fa:20:73:ef,01:00:5e:7f:ff:fa,2320,PhilipsHue,Actie_uitsturen
8127,2020-05-23 22:04:45+02:00,e4:ce:8f:62:3b:53,01:00:5e:7f:ff:fa,654,Desktop,Actie_uitsturen
8151,2020-05-23 22:05:05+02:00,e4:ce:8f:4c:29:ae,01:00:5e:7f:ff:fa,327,Laptop,Actie_uitsturen
8156,2020-05-23 22:05:10+02:00,e4:ce:8f:4c:29:ae,01:00:5e:7f:ff:fa,654,Laptop,Actie_uitsturen
8176,2020-05-23 22:05:35+02:00,c4:ea:1d:e6:79:e8,01:00:5e:00:00:01,160,Router_intern,Actie_uitsturen
8186,2020-05-23 22:05:45+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:16,180,Google_speaker,Actie_uitsturen
8189,2020-05-23 22:05:45+02:00,e4:ce:8f:4c:29:ae,01:00:5e:00:00:fb,242,Laptop,Actie_uitsturen
8191,2020-05-23 22:05:45+02:00,ec:b5:fa:20:73:ef,01:00:5e:7f:ff:fa,2790,PhilipsHue,Actie_uitsturen
8194,2020-05-23 22:05:45+02:00,e4:ce:8f:4c:29:ae,33:33:00:00:00:fb,262,Laptop,Actie_uitsturen
8199,2020-05-23 22:05:50+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,938,Google_home,Actie_uitsturen
8200,2020-05-23 22:05:50+02:00,00:f6:20:f9:03:47,01:00:5e:00:00:fb,1321,Google_speaker,Actie_uitsturen
8202,2020-05-23 22:05:55+02:00,d4:f5:47:27:f9:8e,01:00:5e:00:00:fb,2980,Google_home,Actie_uitsturen
